age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,<9104,<2298.5,<49,Puerto-Rico
>=26.5,Self-emp-inc,>=56442,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,>=9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,11th,Married-civ-spouse,Other-service,Wife,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Self-emp-not-inc,>=56442,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Self-emp-not-inc,<56442,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Self-emp-not-inc,>=56442,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Divorced,Sales,Own-child,White,Male,<9104,<2298.5,>=49,United-States
>=26.5,Private,>=56442,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<9104,<2298.5,>=49,United-States
<26.5,Private,>=56442,11th,Never-married,Sales,Own-child,White,Female,<9104,<2298.5,<49,United-States
<26.5,Private,>=56442,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<9104,<2298.5,<49,United-States
>=26.5,Private,>=56442,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,<9104,<2298.5,<49,United-States
>=26.5,Local-gov,<56442,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,<9104,<2298.5,<49,United-States
